id,model,move_id:id,name,account_id:id,debit,credit,analytics_id:id,period_id:id,journal_id:id
str,str,ref,str,search;code,str,str,ref,ref,ref
aml_cicsa_X189,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/19/430 IVA Fact. 16977/ArmorGroup Venezuela, S.A.",11203105,130.56175,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X190,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/19/430 IVA Fact. 16977/ArmorGroup Venezuela, S.A.",11203105,130.56175,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X191,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/19/430 IVA Fact. 16977/ArmorGroup Venezuela, S.A.",11203105,130.56175,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X192,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/19/430 IVA Fact. 16977/ArmorGroup Venezuela, S.A.",11203105,83.08475,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X193,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/JE  19/530 Factura  0126/Edgara Karina Gómez Acosta,11203105,149721,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X194,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/JE  19/530 Factura  0126/Edgara Karina Gómez Acosta,11203105,149721,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X195,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/JE  19/530 Factura  0126/Edgara Karina Gómez Acosta,11203105,149721,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X196,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/JE  19/530 Factura  0126/Edgara Karina Gómez Acosta,11203105,95277,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X197,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 Comité 01 y 02 Feb 2012 Factura 0001008/Repsol Venezuela, S.A.",11203105,9393.8405,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X198,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 Comité 01 y 02 Feb 2012 Factura 0001008/Repsol Venezuela, S.A.",11203105,9393.8405,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X199,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 Comité 01 y 02 Feb 2012 Factura 0001008/Repsol Venezuela, S.A.",11203105,9393.8405,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X200,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 Comité 01 y 02 Feb 2012 Factura 0001008/Repsol Venezuela, S.A.",11203105,5977.8985,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X201,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 Comité 01 y 02 Feb 2012 Factura 0001008/Repsol Venezuela, S.A.",11203105,1033.3235,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X202,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 Comité 01 y 02 Feb 2012 Factura 0001008/Repsol Venezuela, S.A.",11203105,1033.3235,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X203,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 Comité 01 y 02 Feb 2012 Factura 0001008/Repsol Venezuela, S.A.",11203105,1033.3235,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X204,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 Comité 01 y 02 Feb 2012 Factura 0001008/Repsol Venezuela, S.A.",11203105,657.5695,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X205,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 IVA Factura 0001008/Repsol Venezuela, S.A.",11203105,123.9975,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X206,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 IVA Factura 0001008/Repsol Venezuela, S.A.",11203105,123.9975,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X207,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 IVA Factura 0001008/Repsol Venezuela, S.A.",11203105,123.9975,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X208,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 IVA Factura 0001008/Repsol Venezuela, S.A.",11203105,78.9075,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X209,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 IVA Factura 0001008/Repsol Venezuela, S.A.",11203105,1063.4085,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X210,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 IVA Factura 0001008/Repsol Venezuela, S.A.",11203105,1063.4085,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X211,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 IVA Factura 0001008/Repsol Venezuela, S.A.",11203105,1063.4085,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X212,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/153 IVA Factura 0001008/Repsol Venezuela, S.A.",11203105,676.7145,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X213,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/279 Compra de regalos Día de la Madre.Fact 00049049 Gourmezza, C.A./Fernando De La Rosa",11203105,640.85175,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X214,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/279 Compra de regalos Día de la Madre.Fact 00049049 Gourmezza, C.A./Fernando De La Rosa",11203105,640.85175,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X215,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/279 Compra de regalos Día de la Madre.Fact 00049049 Gourmezza, C.A./Fernando De La Rosa",11203105,640.85175,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X216,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/279 Compra de regalos Día de la Madre.Fact 00049049 Gourmezza, C.A./Fernando De La Rosa",11203105,407.81475,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X217,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/279 IVA Fact 00049049 Gourmezza, C.A./Fernando De La Rosa",11203105,76901,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X218,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/279 IVA Fact 00049049 Gourmezza, C.A./Fernando De La Rosa",11203105,76901,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X219,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/279 IVA Fact 00049049 Gourmezza, C.A./Fernando De La Rosa",11203105,76901,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X220,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/JE 19/279 IVA Fact 00049049 Gourmezza, C.A./Fernando De La Rosa",11203105,48937,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X221,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/Agasajo  Dic 2013. Fact. 12625/Tasca Restaurant El Horreo, C.A.",11203105,6195.2,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X222,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/Agasajo  Dic 2013. Fact. 12625/Tasca Restaurant El Horreo, C.A.",11203105,6195.2,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X223,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/Agasajo  Dic 2013. Fact. 12625/Tasca Restaurant El Horreo, C.A.",11203105,6195.2,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X224,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/Agasajo  Dic 2013. Fact. 12625/Tasca Restaurant El Horreo, C.A.",11203105,3942.4,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X225,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Fact. 12625/Tasca Restaurant El Horreo, C.A.",11203105,675.84,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X226,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Fact. 12625/Tasca Restaurant El Horreo, C.A.",11203105,675.84,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X227,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Fact. 12625/Tasca Restaurant El Horreo, C.A.",11203105,675.84,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X228,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Fact. 12625/Tasca Restaurant El Horreo, C.A.",11203105,430.08,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X229,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Agasajo en Morichal/Asociacion Cooperativa Los Secretos del Chef R.L.,11203105,1234.75,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X230,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Agasajo en Morichal/Asociacion Cooperativa Los Secretos del Chef R.L.,11203105,1234.75,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X231,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Agasajo en Morichal/Asociacion Cooperativa Los Secretos del Chef R.L.,11203105,1234.75,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X232,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Agasajo en Morichal/Asociacion Cooperativa Los Secretos del Chef R.L.,11203105,785.75,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X233,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/Agasajo  Dic 2013. Fact. 12671/Tasca Restaurant El Horreo, C.A.",11203105,665.5,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X234,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/Agasajo  Dic 2013. Fact. 12671/Tasca Restaurant El Horreo, C.A.",11203105,665.5,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X235,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/Agasajo  Dic 2013. Fact. 12671/Tasca Restaurant El Horreo, C.A.",11203105,665.5,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X236,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/Agasajo  Dic 2013. Fact. 12671/Tasca Restaurant El Horreo, C.A.",11203105,423.5,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X237,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Fact. 12671/Tasca Restaurant El Horreo, C.A.",11203105,72.6,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X238,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Fact. 12671/Tasca Restaurant El Horreo, C.A.",11203105,72.6,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X239,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Fact. 12671/Tasca Restaurant El Horreo, C.A.",11203105,72.6,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X240,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Fact. 12671/Tasca Restaurant El Horreo, C.A.",11203105,46.2,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X241,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/23 Cestas Navideñas. Factura Nro 001398/Licomarket Punto Amarillo, C.A.",11203105,12105.60725,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X242,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/23 Cestas Navideñas. Factura Nro 001398/Licomarket Punto Amarillo, C.A.",11203105,12105.60725,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X243,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/23 Cestas Navideñas. Factura Nro 001398/Licomarket Punto Amarillo, C.A.",11203105,12105.60725,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X244,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/23 Cestas Navideñas. Factura Nro 001398/Licomarket Punto Amarillo, C.A.",11203105,7703.56825,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X245,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Factura Nro 001398/Licomarket Punto Amarillo, C.A.",11203105,1452.67375,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X246,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Factura Nro 001398/Licomarket Punto Amarillo, C.A.",11203105,1452.67375,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X247,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Factura Nro 001398/Licomarket Punto Amarillo, C.A.",11203105,1452.67375,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X248,account.move.line,am_cicsa_19000000000,"Saldo inicial 2014/IVA Factura Nro 001398/Licomarket Punto Amarillo, C.A.",11203105,924.42875,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X249,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Diferencia auxiliar-mayor ,11203105,51.51,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X250,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Cuenta por cobrar INDOIL,11203107,91397.77,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X251,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Cuenta por cobrar Gobierno,11203112,2000.51,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X252,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Cuenta por cobrar créditos fiscales PCB,11203113,10116588.99,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X253,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Cuenta por cobrar créditos fiscales PCB USD,11203113,965619963,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X254,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/239 2011 Dayana García,11310006,4355.63,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X255,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/204 2011 José Mantellini,11310006,15200,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X256,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/72 2011 Néstor Fernández,11310006,1600,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X257,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/440 2012 Lingyu Vergara,11310006,5660,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X258,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/505 2012 José Mantellini,11310006,2000,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X259,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/706 2012 Oscar Ordoñez,11310006,1800,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X260,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/003 2012 Aquiles Villarreal,11310006,2200,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X261,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/115 2012 Eduardo Miguel Rojas,11310006,365,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X262,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/173 2012 Amílcar Rodríguez,11310006,1920,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X263,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/206 2012 Paul Fariñas,11310006,300,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X264,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/222 2012 Amílcar Rodríguez,11310006,1920,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X265,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/266 2012 Vikas Vikas,11310006,1930,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X266,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/525 2013 Dianela García,11310006,300,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X267,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/699 2013 Dianela García,11310006,260,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X268,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/740 2013 Dianela García,11310006,260,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X269,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/746 2013 Dianela García,11310006,260,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X270,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/001 2013 Dianela García,11310006,100,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X271,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/072 2013 Dianela García,11310006,140,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X272,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/304 2013 Dianela García,11310006,100,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X273,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/569 2013 Dianela García,11310006,100,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X274,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/279 2013 Fernando De La Rosa,11310006,221.28,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X275,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/561 2013 Fernando De La Rosa,11310006,42.24,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X276,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/140 2013 Stevenson Cuartas,11310006,1500,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X277,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/723 2013 José Mantellini,11310006,3360,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X278,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/871 2013 Emerio Prieto,11310006,3573.8,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X279,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/936 2013 Paul Fariñas,11310006,253.31,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X280,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/967 2013 Lisbeth Alvarado,11310006,,152.57,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X281,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/967 2013 Mariana Moises,11310006,,409.94,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X282,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Diferencia auxiliar-mayor ,11310006,1081.62,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X283,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Cuentas por cobrar Bancos,11213109,53580149469,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X284,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Anticipo Pasajes aéreos 190/829 2012,15110001,113996.36,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X285,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Oficinas 190/107 2012,15110001,1327.85,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X286,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Contrato Mantenimiento y Soporte 190/340 2013,15110001,11155,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X287,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Comité 190/596 2013,15110001,1724.82,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X288,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Comité 190/172 2013,15110001,29325.52,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X289,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Depósito Oficina 6A 190/615 2013,15110002,75000,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X290,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Diferencia 190/597 2013,15110001,791.48,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X291,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Depósito Oficina 5K y Anticipo Nov y Dic 2013  190/563 2013,15110002,440000,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X292,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Depósito Oficina 5I  190/586 2013,15110002,63489,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X293,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/190/712 2013,15110001,342.53,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X294,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Comisión bancaria por recuperar 190/959 2013,15110001,790,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X295,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Diferencia auxiliar-mayor ,15110001,978.2999999999,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X296,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Catering Paris/19/249 2011,20101002,,70.54,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X297,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/D'Empaire Reyna y Asociados/19/237 2011,20101002,,190,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X298,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Gustavo Ramos/12/896 2011,20101002,,3240,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X299,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Hotel Punta Palma/12/611 2011,20101002,,189.27,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X300,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Paul Fariñas /19/336 2011,20101002,,28.56,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X301,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Platinum Cars/12/336 2011,20101002,,1638,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X302,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Todo Gourmet/12/29 2012,20101002,,8161.41,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X303,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Turismo Maso/12/943/2012,20101002,,17480.47,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X304,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Movilnet. Diferencia en pago Oct 2013/19/763,20101002,3079.14,,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X305,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Evi de Venezuela Factura 3012298 RI,20101002,,55396.04,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X306,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Evi de Venezuela Factura 3012490 RI,20101002,,716090.84,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X307,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Evi de Venezuela Factura 3012488 RI,20101002,,2003622.35,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X308,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Evi de Venezuela Factura 3012487 RI,20101002,,207367.45,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X309,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Hotel Punta Palma/ Factura 15584,20101002,,1977.18,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X310,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/PC Venezuela Factura 001,20101002,,1012195.64,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X311,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Repsol/19/736,20101002,,1025186.87,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
aml_cicsa_X312,account.move.line,am_cicsa_19000000000,Saldo inicial 2014/Repsol Factura 1150,20101002,,5760491.27,,cicsa_data.ap_cicsa_00,cicsa_data.aj_cicsa_general
