id,model,partner_id:id,amount_currency,currency_id:id
str,str,search;vat,str,ref
aml_cicsa_5592,account.move.line,VEV045344734,,
aml_cicsa_5593,account.move.line,VEV045344734,,
aml_cicsa_5594,account.move.line,VEV045344734,,
aml_cicsa_5595,account.move.line,VEV045344734,,
aml_cicsa_5596,account.move.line,VEJ000815747,,
aml_cicsa_5597,account.move.line,VEJ000815747,,
aml_cicsa_5598,account.move.line,VEJ000815747,,
aml_cicsa_5599,account.move.line,VEJ000815747,,
aml_cicsa_5600,account.move.line,VEJ000815747,,
aml_cicsa_5601,account.move.line,VEJ000815747,,
aml_cicsa_5602,account.move.line,VEV151548993,,
aml_cicsa_5603,account.move.line,VEV151548993,,
aml_cicsa_5604,account.move.line,VEV151548993,,
aml_cicsa_5605,account.move.line,VEV151548993,,
aml_cicsa_5606,account.move.line,VEV151548993,,
aml_cicsa_5607,account.move.line,VEJ001241345,,
aml_cicsa_5608,account.move.line,VEJ001241345,,
aml_cicsa_5609,account.move.line,VEJ001241345,,
aml_cicsa_5610,account.move.line,VEJ001241345,,
aml_cicsa_5611,account.move.line,VEJ300004937,,
aml_cicsa_5612,account.move.line,VEJ300004937,,
aml_cicsa_5613,account.move.line,VEJ300004937,,
aml_cicsa_5614,account.move.line,VEJ300004937,,
aml_cicsa_5615,account.move.line,VEJ001241345,,
aml_cicsa_5616,account.move.line,VEJ001241345,,
aml_cicsa_5617,account.move.line,VEJ300004937,,
aml_cicsa_5618,account.move.line,VEJ300004937,,
aml_cicsa_5619,account.move.line,VEJ315297876,,
aml_cicsa_5620,account.move.line,VEJ315297876,,
aml_cicsa_5621,account.move.line,VEJ315297876,,
aml_cicsa_5622,account.move.line,VEJ315297876,,
aml_cicsa_5623,account.move.line,VEJ315297876,,
aml_cicsa_5624,account.move.line,VEJ315297876,,
aml_cicsa_5625,account.move.line,VEV045344734,,
aml_cicsa_5626,account.move.line,VEV045344734,,
aml_cicsa_5627,account.move.line,VEV089702840,,
aml_cicsa_5628,account.move.line,VEV089702840,,
aml_cicsa_5629,account.move.line,,1261.90,base.USD
aml_cicsa_5630,account.move.line,,-1261.90,base.USD
aml_cicsa_5631,account.move.line,VEV061438331,,
aml_cicsa_5632,account.move.line,VEV061438331,,
aml_cicsa_5633,account.move.line,VEV061438331,,
aml_cicsa_5634,account.move.line,VEV061438331,,
aml_cicsa_5635,account.move.line,VEV089702840,,
aml_cicsa_5636,account.move.line,VEV089702840,,
aml_cicsa_5637,account.move.line,VEV089702840,,
aml_cicsa_5638,account.move.line,VEV089702840,,
